cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
23,PERNAMBUCO,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,720,
23,PERNAMBUCO,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,655,
23,PERNAMBUCO,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,679,
23,PERNAMBUCO,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,677,
23,PERNAMBUCO,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,669,
23,PERNAMBUCO,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,603,
23,PERNAMBUCO,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,539,
23,PERNAMBUCO,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,587,
23,PERNAMBUCO,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,538,
23,PERNAMBUCO,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,572,
23,PERNAMBUCO,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,579,
23,PERNAMBUCO,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,561,
23,PERNAMBUCO,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,595,
23,PERNAMBUCO,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,611,
23,PERNAMBUCO,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,591,
23,PERNAMBUCO,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,503,
23,PERNAMBUCO,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,510,
23,PERNAMBUCO,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,499,
23,PERNAMBUCO,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,530,
23,PERNAMBUCO,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,485,
23,PERNAMBUCO,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,470,
23,PERNAMBUCO,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,508,
23,PERNAMBUCO,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,413,
23,PERNAMBUCO,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,461,
23,PERNAMBUCO,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,411,
23,PERNAMBUCO,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,430,
23,PERNAMBUCO,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,385,
23,PERNAMBUCO,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,381,
23,PERNAMBUCO,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,337,
23,PERNAMBUCO,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,316,
23,PERNAMBUCO,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,340,
23,PERNAMBUCO,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,309,
23,PERNAMBUCO,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,286,
23,PERNAMBUCO,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,314,
23,PERNAMBUCO,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,280,
23,PERNAMBUCO,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,311,
23,PERNAMBUCO,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,266,
23,PERNAMBUCO,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,264,
23,PERNAMBUCO,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,255,
23,PERNAMBUCO,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,257,
23,PERNAMBUCO,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,237,
23,PERNAMBUCO,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,234,
23,PERNAMBUCO,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,225,
23,PERNAMBUCO,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,193,
23,PERNAMBUCO,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,209,
23,PERNAMBUCO,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,191,
23,PERNAMBUCO,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,185,
23,PERNAMBUCO,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,161,
23,PERNAMBUCO,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,170,
23,PERNAMBUCO,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,181,
23,PERNAMBUCO,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,163,
23,PERNAMBUCO,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,137,
23,PERNAMBUCO,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,166,
23,PERNAMBUCO,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,139,
23,PERNAMBUCO,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,101,
23,PERNAMBUCO,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,122,
23,PERNAMBUCO,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,130,
23,PERNAMBUCO,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,110,
23,PERNAMBUCO,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,76,
23,PERNAMBUCO,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,95,
23,PERNAMBUCO,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,109,
23,PERNAMBUCO,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,87,
23,PERNAMBUCO,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,73,
23,PERNAMBUCO,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,66,
23,PERNAMBUCO,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,48,
23,PERNAMBUCO,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,50,
23,PERNAMBUCO,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,33,
23,PERNAMBUCO,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,40,
23,PERNAMBUCO,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,21,
23,PERNAMBUCO,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,33,
23,PERNAMBUCO,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,19,
23,PERNAMBUCO,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,14,
23,PERNAMBUCO,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,17,
23,PERNAMBUCO,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,13,
23,PERNAMBUCO,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,10,
23,PERNAMBUCO,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,10,
23,PERNAMBUCO,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,4,
23,PERNAMBUCO,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,6,
23,PERNAMBUCO,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,4,
23,PERNAMBUCO,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,3,
23,PERNAMBUCO,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,2,
23,PERNAMBUCO,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,2,
23,PERNAMBUCO,2019,Total,Ambos os sexos,102,Estimado em dados da saúde indígena,Provisório,2020,1,
23,PERNAMBUCO,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,2,
23,PERNAMBUCO,2019,Total,Ambos os sexos,104,Estimado em dados da saúde indígena,Provisório,2020,1,
23,PERNAMBUCO,2019,Total,Ambos os sexos,106,Estimado em dados da saúde indígena,Provisório,2020,1,
24,PORTO VELHO,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,258,
24,PORTO VELHO,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,293,
24,PORTO VELHO,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,291,
24,PORTO VELHO,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,282,
24,PORTO VELHO,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,291,
24,PORTO VELHO,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,334,
24,PORTO VELHO,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,294,
24,PORTO VELHO,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,323,
24,PORTO VELHO,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,315,
24,PORTO VELHO,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,297,
24,PORTO VELHO,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,300,
24,PORTO VELHO,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,335,
24,PORTO VELHO,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,284,
24,PORTO VELHO,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,325,
24,PORTO VELHO,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,303,
24,PORTO VELHO,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,291,
24,PORTO VELHO,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,271,
24,PORTO VELHO,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,248,
24,PORTO VELHO,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,258,
24,PORTO VELHO,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,243,
24,PORTO VELHO,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,206,
24,PORTO VELHO,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,221,
24,PORTO VELHO,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,215,
24,PORTO VELHO,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,198,
24,PORTO VELHO,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,178,
24,PORTO VELHO,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,180,
24,PORTO VELHO,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,175,
24,PORTO VELHO,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,167,
24,PORTO VELHO,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,154,
24,PORTO VELHO,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,146,
24,PORTO VELHO,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,176,
24,PORTO VELHO,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,130,
24,PORTO VELHO,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,133,
24,PORTO VELHO,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,131,
24,PORTO VELHO,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,124,
24,PORTO VELHO,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,140,
24,PORTO VELHO,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,120,
24,PORTO VELHO,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,116,
24,PORTO VELHO,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,108,
24,PORTO VELHO,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,117,
24,PORTO VELHO,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,99,
24,PORTO VELHO,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,73,
24,PORTO VELHO,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,88,
24,PORTO VELHO,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,72,
24,PORTO VELHO,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,69,
24,PORTO VELHO,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,99,
24,PORTO VELHO,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,81,
24,PORTO VELHO,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,79,
24,PORTO VELHO,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,66,
24,PORTO VELHO,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,77,
24,PORTO VELHO,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,66,
24,PORTO VELHO,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,67,
24,PORTO VELHO,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,56,
24,PORTO VELHO,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,43,
24,PORTO VELHO,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,43,
24,PORTO VELHO,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,39,
24,PORTO VELHO,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,28,
24,PORTO VELHO,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,36,
24,PORTO VELHO,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,32,
24,PORTO VELHO,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,38,
24,PORTO VELHO,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,17,
24,PORTO VELHO,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,21,
24,PORTO VELHO,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,27,
24,PORTO VELHO,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,20,
24,PORTO VELHO,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,18,
24,PORTO VELHO,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,21,
24,PORTO VELHO,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,17,
24,PORTO VELHO,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,20,
24,PORTO VELHO,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,20,
24,PORTO VELHO,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,28,
24,PORTO VELHO,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,20,
24,PORTO VELHO,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,20,
24,PORTO VELHO,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,15,
24,PORTO VELHO,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,26,
24,PORTO VELHO,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,15,
24,PORTO VELHO,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,23,
24,PORTO VELHO,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,13,
24,PORTO VELHO,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,14,
24,PORTO VELHO,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,9,
24,PORTO VELHO,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,29,
24,PORTO VELHO,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,18,
24,PORTO VELHO,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,16,
24,PORTO VELHO,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,10,
24,PORTO VELHO,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,11,
24,PORTO VELHO,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,11,
24,PORTO VELHO,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,10,
24,PORTO VELHO,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,4,
24,PORTO VELHO,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,2,
24,PORTO VELHO,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,2,
24,PORTO VELHO,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,7,
24,PORTO VELHO,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,3,
24,PORTO VELHO,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,5,
24,PORTO VELHO,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,3,
24,PORTO VELHO,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,1,
24,PORTO VELHO,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,2,
24,PORTO VELHO,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,1,
24,PORTO VELHO,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,3,
